prison_id,institute_name,institute_type,posti_regolamentari,posti_non_disponibili,totale_detenuti,dati_aggiornati_al,asl,nome_responsabile_asl,cognome_responsabile_asl,nome_direttore,cognome_direttore,ruolo_direttore,polizia_penitenziaria_effettivi,polizia_penitenziaria_previsti,amministrativi_effettivi,amministrativi_previsti,educatori_effettivi,educatori_previsti,personale_polizia_aggiornato_a,personale_amministrativo_aggiornato_al,data_extracted_on,id,nome,tipo,posti_occupati,posti_aggiornati_al,personale_polizia_effettivi,personale_polizia_previsti,personale_amministrativi_effettivi,personale_amministrativi_previsti,personale_educatori_effettivi,personale_educatori_previsti
,,,335,7,,,ULSS 6 - Scaligera,Gabriella,Trenchi,Francesca,Gioieni,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181891,Verona,Casa circondariale - Montorio,618.0,17/06/2024,302.0,380.0,20.0,26.0,4.0,5.0
,,,53,2,,,Asl 1 Abruzzo Avezzano-Sulmona-L'Aquila,Fausto,Frabotta,Maria Celeste,D'Orazio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII182440,Avezzano,Casa circondariale,70.0,17/06/2024,30.0,43.0,8.0,12.0,2.0,2.0
,,,106,12,,,Campobasso,Pasquale,Del Greco,NA,NA,NA,,,,,,,31/05/2024,31/05/2024,,MII173088,Campobasso,Casa circondariale,152.0,17/06/2024,91.0,112.0,9.0,14.0,2.0,3.0
,,,138,89,,,CN2 Alba-Bra,Paolo,Lo Russo,Nicola,Pangallo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII157783,Alba,Casa di reclusione - Giuseppe Montalto,43.0,17/06/2024,91.0,105.0,10.0,14.0,3.0,3.0
,,,79,0,,,02,Giulia,COSCIONE,Franco,Pettinelli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173364,Chieti,Casa circondariale,133.0,17/06/2024,83.0,84.0,15.0,15.0,4.0,3.0
,,,205,1,,,Asti,Rosario,Ruta,Giuseppina,Piscioneri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII159069,Asti,Casa di reclusione,265.0,17/06/2024,167.0,186.0,12.0,22.0,6.0,7.0
,,,144,52,,,RMF,Gaetano,Ciranni,Patrizia,Bravetti,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173688,Civitavecchia Giuseppe Passerini,Casa di reclusione,70.0,17/06/2024,42.0,56.0,8.0,0.0,0.0,0.0
,,,52,0,,,ASL 4 Chiavarese,Giovanni Battista,Andreoli,Darlene,Perna,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173356,Chiavari,Casa di reclusione,62.0,17/06/2024,48.0,57.0,10.0,13.0,3.0,2.0
,,,513,24,,,Ditretto B,Luca,Casertano,Teresa,Mascolo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176437,Frosinone,Casa circondariale - Giuseppe Pagliei,628.0,17/06/2024,247.0,296.0,26.0,30.0,7.0,8.0
,,,433,48,,,CN1,Pasquale,Clemeno,Domenico,Minervini,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173764,Cuneo,Casa circondariale,373.0,17/06/2024,157.0,202.0,14.0,21.0,6.0,5.0
,,,422,6,,,Trento,Chiara,MAzzetti,Anna Rita,Nuzzaci,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181636,Trento,Casa circondariale - Spini di Gardolo,364.0,17/06/2024,172.0,227.0,19.0,27.0,7.0,8.0
,,,181,3,,,Aosta,Marina,TUMIATI,Velia,Nobile Mattei,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172814,Brissogne - Aosta,Casa circondariale,146.0,17/06/2024,118.0,158.0,5.0,15.0,1.0,3.0
,,,50,0,,,Campobasso,Marcello,Baldo,Maria Antonietta,Lauria,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176759,Isernia,Casa circondariale,75.0,17/06/2024,43.0,40.0,12.0,10.0,3.0,2.0
,,,136,0,,,ASL CN1,Besnik,Pjeternikaj,Assuntina,Di Rienzo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176414,Fossano,Casa di reclusione,96.0,17/06/2024,63.0,83.0,9.0,16.0,2.0,3.0
,,,228,6,,,1 Avezzano Sulmona L'Aquila,Fausto,Frabotta,Barbara,Lenzini,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177134,L'Aquila,Casa circondariale,159.0,17/06/2024,140.0,165.0,20.0,20.0,2.0,3.0
,,,96,0,,,3 Genovese,Maurizio,Cechini,Paola,Penco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176703,Genova Pontedecimo,Casa circondariale,164.0,17/06/2024,127.0,142.0,12.0,16.0,4.0,3.0
,,,289,0,,,Vasto-Lanciano-Chieti,Nicola,CAPRARO,Mario Giuseppe,Silla,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177107,Lanciano,Casa circondariale,265.0,17/06/2024,112.0,157.0,15.0,18.0,4.0,4.0
,,,119,0,,,ASREM Campobasso,Lucia,SCARDERA,Mario Giuseppe,Silla,Reggente,,,,,,,31/05/2024,31/05/2024,,MII177323,Larino,Casa circondariale,122.0,17/06/2024,105.0,133.0,15.0,16.0,3.0,3.0
,,,53,2,,,n. 1 Imperiese,Renata,Ghizzoni,Caterina,Tancredi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176749,Imperia,Casa circondariale,63.0,17/06/2024,47.0,67.0,10.0,13.0,1.0,2.0
,,,195,14,,,NA,NA,NA,Alessia,Aguglia,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176781,Ivrea,Casa circondariale,251.0,17/06/2024,172.0,182.0,13.0,20.0,4.0,4.0
,,,156,7,,,FROSINONE,Enzo,Gentile,Anna,Angeletti,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179331,Paliano,Casa di reclusione,59.0,17/06/2024,58.0,68.0,17.0,14.0,2.0,2.0
,,,151,32,,,5 La Spezia,Pier Marco,Passani,Maria Cristina,Bigi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176788,La Spezia,Casa circondariale,156.0,17/06/2024,114.0,146.0,12.0,17.0,2.0,3.0
,,,295,6,,,Rieti,Giulia,Carocci,Chiara,Pellegrini,Titolare,,,,,,,31/05/2024,31/05/2024,,MII169535,Rieti,Casa circondariale - Nuovo Complesso,492.0,17/06/2024,114.0,176.0,22.0,23.0,5.0,6.0
,,,628,1,,,RmA,Luigi,Persico,Claudia,Clementi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180401,Roma Regina Coeli,Casa circondariale,1133.0,17/06/2024,327.0,516.0,34.0,48.0,8.0,11.0
,,,424,0,,,CN1 CUNEO,Mitu,Igor,Luisa,Pesante,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180437,Saluzzo,Casa di reclusione - Rodolfo Morandi,334.0,17/06/2024,181.0,231.0,14.0,24.0,7.0,7.0
,,,445,132,,,Rm2,Pierino,Cimino,Maria Donata,Iannantuono,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180380,Roma Rebibbia,Casa di reclusione,287.0,17/06/2024,133.0,196.0,23.0,29.0,6.0,8.0
,,,172,40,,,Rm2,Antonio,Chiaccio,Vera,Poggetti,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180356,Roma Rebibbia IIIª casa,Casa circondariale,81.0,17/06/2024,32.0,51.0,14.0,15.0,2.0,3.0
,,,272,14,,,NA,NA,NA,Nadia,Fontana,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180348,Roma Rebibbia femminile,Casa circondariale - Germana Stefanini,355.0,17/06/2024,185.0,227.0,25.0,26.0,6.0,7.0
,,,53,0,,,VCO 14,Maria,Uzzeni,Claudia,Piscione Kivel Mazuy,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181870,Verbania,Casa circondariale,78.0,17/06/2024,41.0,51.0,4.0,13.0,0.0,2.0
,,,230,38,,,Vercelli,Marilena,Vallero,Giovanni,Rempiccia,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181880,Vercelli,Casa circondariale,313.0,17/06/2024,150.0,199.0,9.0,18.0,5.0,4.0
,,,438,63,,,6 veneto,Alfonso Felice,Nava,Claudio,Mazzeo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179299,Padova Nuovo Complesso,Casa di reclusione,559.0,17/06/2024,297.0,389.0,27.0,30.0,11.0,11.0
,,,323,8,,,Sulmona,Fabio,Federico,Stefano Luca Antonino,Liberatore,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181371,Sulmona,Casa di reclusione,444.0,17/06/2024,218.0,267.0,23.0,30.0,7.0,8.0
,,,197,50,,,Chieti Lanciano - Vasto,Doralice,Di Fabio,Giuseppina,Ruggero,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181820,Vasto,Casa di lavoro,92.0,17/06/2024,66.0,99.0,15.0,19.0,4.0,5.0
,,,412,26,,,RM 6,Emanuela,Falconi,Anna Rita,Gentile,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181839,Velletri,Casa circondariale,592.0,17/06/2024,187.0,277.0,25.0,32.0,6.0,8.0
,,,1118,17,,,TO 2,Roberto,Testi,Elena,Lombardi Vallauri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181424,Torino,Casa circondariale - Lorusso Cutugno,1488.0,17/06/2024,676.0,894.0,45.0,53.0,17.0,18.0
,,,233,22,,,AL,Roberto,Stura,Maria Isabella,De Gennaro,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158919,"Alessandria Cantiello, Gaeta",Casa circondariale,200.0,17/06/2024,129.0,171.0,10.0,33.0,2.0,10.0
,,,180,8,,,5 Reggio Calabria,Luciano,Lucania,Roberta,Velletri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179995,Reggio Calabria Giuseppe Panzera,Casa circondariale,224.0,17/06/2024,154.0,190.0,24.0,0.0,4.0,0.0
,,,818,125,,,Caserta Distretto Sanitario 21,Palmiero,Nicola,Donatella Filomena,Rotundo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180487,Santa Maria Capua Vetere,Casa circondariale - Francesco Uccella,969.0,17/06/2024,472.0,470.0,44.0,42.0,13.0,13.0
,,,159,0,,,ULSS 3 Serenissima,Vincenzo,De Nardo,Enrico,Farina,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181863,Venezia Santa Maria Maggiore,Casa circondariale,245.0,17/06/2024,146.0,174.0,15.0,18.0,5.0,5.0
,,,200,73,,,Frosinone,Giovanni,Mazzetti,NA,NA,NA,,,,,,,31/05/2024,31/05/2024,,MII173114,Cassino,Casa circondariale,208.0,17/06/2024,107.0,162.0,20.0,18.0,5.0,3.0
,,,265,2,,,AL,Roberto,STURA,NA,NA,NA,,,,,,,31/05/2024,31/05/2024,,MII158924,Alessandria San Michele,Casa di reclusione,358.0,17/06/2024,177.0,207.0,16.0,0.0,8.0,0.0
,,,52,1,,,Bari,Giuseppe,D'Auria,NA,NA,NA,,,,,,,31/05/2024,31/05/2024,,MII172277,Altamura,Casa di reclusione,89.0,17/06/2024,40.0,0.0,6.0,0.0,1.0,0.0
,,,294,45,,,Bari,Nicola,Buovino,Valeria,Pire',Titolare,,,,,,,31/05/2024,31/05/2024,,MII181678,Bari,Casa circondariale - Francesco Rucci,403.0,17/06/2024,220.0,276.0,26.0,26.0,4.0,5.0
,,,152,33,,,Brindisi,Michele,Morgillo,Valentina,Meo Evoli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172623,Brindisi,Casa circondariale,179.0,17/06/2024,128.0,126.0,21.0,18.0,5.0,5.0
,,,15,0,,,9 Grosseto,Paolo,Pedicelli,Maria Teresa,Iuliano,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176743,Grosseto,Casa circondariale,25.0,17/06/2024,29.0,37.0,10.0,12.0,1.0,1.0
,,,364,19,,,FOGGIA 3,Luciano,D'Amito,Giulia,Magliulo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176375,Foggia,Casa circondariale,689.0,17/06/2024,247.0,261.0,30.0,29.0,8.0,7.0
,,,89,0,,,6,Renzo,Cantini Salaris,NA,NA,NA,,,,,,,NA,31/05/2024,,MII177498,Livorno Gorgona,Casa di reclusione,82.0,17/06/2024,0.0,0.0,4.0,0.0,1.0,0.0
,,,391,210,,,6,Giovanna,Bellini,Giuseppe,Renna,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177463,Livorno,Casa circondariale,254.0,17/06/2024,227.0,279.0,24.0,35.0,9.0,9.0
,,,135,0,,,Foggia 3,Paolo,De Luca,Immacolata,Mannarella,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178045,Lucera,Casa circondariale,170.0,17/06/2024,74.0,79.0,16.0,17.0,3.0,3.0
,,,63,22,,,Lucca,ANNA,SANTINAMI,Santina,Savoca,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178035,Lucca,Casa circondariale,68.0,17/06/2024,71.0,93.0,11.0,14.0,2.0,2.0
,,,132,6,,,Matera,ROCCO,PASCIUCCO,Rosa,Musicco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178124,Matera,Casa circondariale,189.0,17/06/2024,87.0,131.0,15.0,15.0,4.0,3.0
,,,126,0,,,Venosa,Grazia,Ciriello,Anna Maria Rosaria,Petraccone,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178141,Melfi,Casa circondariale,197.0,17/06/2024,120.0,139.0,7.0,16.0,1.0,3.0
,,,110,58,,,ASP Potenza,Giuseppina,Ammirati,Paolo,Pastena,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179938,Potenza,Casa circondariale - Antonio Santoro,100.0,17/06/2024,106.0,122.0,16.0,17.0,4.0,3.0
,,,98,0,,,2 Terni,Gianpaolo,Piunno,Annunziata,Passannante,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179280,Orvieto,Casa di reclusione,116.0,17/06/2024,50.0,61.0,24.0,21.0,6.0,5.0
,,,61,0,,,FG/01,Matteo,Coccia,Patrizia,Andrianello,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180476,San Severo,Casa circondariale,80.0,17/06/2024,41.0,49.0,8.0,10.0,3.0,2.0
,,,500,16,,,ASL TA,Fernanda,Gentile,Luciano,Mellone,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181377,Taranto,Casa circondariale - Carmelo Magli,941.0,17/06/2024,310.0,277.0,23.0,31.0,5.0,8.0
,,,447,146,,,Bat,Nicola,Riefolo,Giuseppe,Altomare,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181434,Trani,Casa circondariale,411.0,17/06/2024,183.0,211.0,26.0,26.0,6.0,6.0
,,,197,10,,,USL5 PISA,BIANCA MARIA,MELIS,Giuseppe,Renna,Reggente,,,,,,,31/05/2024,31/05/2024,,MII182919,Pisa,Casa circondariale,290.0,17/06/2024,184.0,221.0,18.0,20.0,4.0,4.0
,,,108,0,,,NA,NA,NA,Nicoletta,Siliberti,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181681,Turi,Casa di reclusione,167.0,17/06/2024,82.0,77.0,15.0,14.0,0.0,2.0
,,,76,0,,,Toscana Centro,Domenico,Cerullo,Loredana,Stefanelli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179896,Pistoia,Casa circondariale,73.0,17/06/2024,52.0,66.0,13.0,14.0,4.0,3.0
,,,156,0,,,numero 1,Walter,Sarais,Tullia,Carra,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158935,Alghero,Casa di reclusione - Giuseppe Tomasiello,92.0,17/06/2024,69.0,90.0,13.0,16.0,4.0,4.0
,,,589,17,,,n 4 Prato,Antonella,Mnfredi,Domenico,Ciaburri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179958,Prato,Casa circondariale,597.0,17/06/2024,235.0,310.0,27.0,35.0,7.0,9.0
,,,243,20,,,7,Ameglio,Mateo,Maria Grazia,Giampiccolo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180458,San Gimignano,Casa di reclusione,312.0,17/06/2024,194.0,229.0,12.0,21.0,6.0,6.0
,,,58,0,,,SIENA,Ameglio,Mateo,Marco,Grasselli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181115,Siena,Casa circondariale,78.0,17/06/2024,39.0,50.0,9.0,13.0,2.0,2.0
,,,456,18,,,Umbria 2 - Spoleto,Simonetta,Antinarelli,Bernardina,Di Mario,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181358,Spoleto,Casa di reclusione,443.0,17/06/2024,223.0,281.0,27.0,31.0,9.0,8.0
,,,561,0,,,ATS Sardegna,Luciano,Fei,Pietro,Borruto,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172835,Cagliari Uta,Casa circondariale - Ettore Scalas,668.0,17/06/2024,305.0,421.0,32.0,41.0,12.0,12.0
,,,283,6,,,ASP 1 AGRIGENTO,GIUSEPPE,MANCUSO,Anna,Puci,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158910,Agrigento,Casa circondariale - Pasquale Di Lorenzo,372.0,17/06/2024,225.0,236.0,23.0,23.0,5.0,5.0
,,,33,0,,,ATS Sardegna ASSL Lanusei,Roberto,Marcialis,Maria Anna,Madeddu,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177118,Lanusei,Casa circondariale - San Daniele,29.0,17/06/2024,36.0,42.0,5.0,9.0,0.0,2.0
,,,378,106,,,Nuoro,Giovanni,Fancello,Maria Anna,Madeddu,Reggente,,,,,,,31/05/2024,31/05/2024,,MII179224,Nuoro,Casa circondariale,193.0,17/06/2024,147.0,205.0,16.0,22.0,7.0,5.0
,,,414,114,,,Messina,Tommaso,Bucca,Romina,Taiani,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172222,Barcellona Pozzo di Gotto,Casa circondariale - Vittorio Madia,204.0,17/06/2024,135.0,166.0,26.0,26.0,8.0,7.0
,,,292,108,,,N. 3 Nuoro,Giovanni,Fancello,Vincenzo,Lamonaca,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178003,Onanì,Casa di reclusione - Onanì-Mamone,129.0,17/06/2024,86.0,116.0,12.0,24.0,6.0,6.0
,,,264,0,,,n.5,Daniela,Faa,Elisa,Milanesi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179274,Oristano,Casa di reclusione - Salvatore Soro,226.0,17/06/2024,144.0,211.0,17.0,22.0,6.0,6.0
,,,454,3,,,ATS Sardegna,Giampiero,Carboni,Francesco,Cocco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181091,Sassari,Casa circondariale - Giovanni Bacchiddu,494.0,17/06/2024,285.0,400.0,24.0,32.0,8.0,9.0
,,,170,0,,,TEMPIO/OLBIA 2,Manconi,Anna,Veronica,Proietti,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181385,Tempio Pausania,Casa di reclusione - Paolo Pittalis,168.0,17/06/2024,108.0,161.0,13.0,19.0,6.0,5.0
,,,302,82,,,NA,NA,NA,Angela,Sciavicco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178148,Messina,Casa circondariale,207.0,17/06/2024,214.0,247.0,22.0,22.0,4.0,4.0
,,,108,84,,,toscana sudest,Mateo,Ameglio,Alessandro,Monacelli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158948,Arezzo,Casa circondariale,40.0,17/06/2024,29.0,47.0,10.0,15.0,2.0,3.0
,,,497,89,,,Firenze,Marco,Salvadori,Antonella,Tuoni,Titolare,,,,,,,31/05/2024,31/05/2024,,MII174720,Firenze Sollicciano,Casa circondariale,558.0,17/06/2024,421.0,566.0,27.0,34.0,9.0,11.0
,,,176,50,,,n.6,Aldo,Casadio,Maria Teresa,Errico,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158945,Arbus,Casa di reclusione - località Is Arenas,90.0,17/06/2024,60.0,88.0,12.0,20.0,6.0,5.0
,,,196,13,,,7,giuseppe,cappello,Santo,Mortillaro,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179965,Ragusa,Casa circondariale,198.0,17/06/2024,77.0,91.0,18.0,18.0,3.0,3.0
,,,73,53,,,ASP N1 AGRIGENTO SCIACCA,Fabio,Segreto,Marilena,Scaravilli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181109,Sciacca,Casa circondariale,23.0,17/06/2024,47.0,48.0,13.0,13.0,2.0,2.0
,,,1624,266,,,Napoli 1,Vincenzo Maria,Irollo,Carlo,Berdini,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178666,Napoli Poggioreale,Casa circondariale - Giuseppe Salvia,2053.0,17/06/2024,682.0,911.0,67.0,63.0,22.0,24.0
,,,1109,14,,,Napoli 1 centro,Francesco,Maffettone,Giulia,Russo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178672,Napoli Secondigliano,Casa circondariale - Pasquale Mandato,1382.0,17/06/2024,1060.0,1080.0,57.0,56.0,19.0,18.0
,,,1170,113,,,RmB,Pierino,Cimino,Alessia,Rampazzi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180370,Roma Rebibbia Nuovo Complesso,Casa circondariale - Raffaele Cinotti,1551.0,17/06/2024,661.0,851.0,63.0,58.0,17.0,16.0
,,,182,0,,,A.S.S.T. SPEDALI CIVILI,Fabio,Roda,Francesca Paola,Lucrezi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172592,Brescia Canton Monbello,Casa circondariale - Nerio Fischione,377.0,17/06/2024,175.0,227.0,16.0,30.0,7.0,8.0
,,,46,3,,,MILANO,Ruggero,Giuliani,NA,NA,NA,,,,,,,NA,NA,,MII178501,Milano San Vittore femminile,Casa circondariale - Francesco Di Cataldo,82.0,17/06/2024,0.0,0.0,0.0,0.0,0.0,0.0
,,,92,14,,,10,Marco,Salvatori,Vincenzo,Tedeschi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII174825,Firenze Mario Gozzini,Casa circondariale,95.0,17/06/2024,41.0,51.0,15.0,16.0,2.0,3.0
,,,363,40,,,Umbria 1,Alessandro,Lucarini,Antonella,Grella,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179781,Perugia,Casa circondariale - Nuovo complesso penitenziario Capanne,472.0,17/06/2024,199.0,248.0,23.0,27.0,5.0,6.0
,,,334,31,,,6 - Livorno,Federica,ONETTO,Martina,Carducci,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179932,Porto Azzurro,Casa di reclusione - Pasquale De Santis,303.0,17/06/2024,160.0,205.0,22.0,26.0,9.0,10.0
,,,708,250,,,Milano,Ruggiero,Giuliani,Giacinto,Siciliano,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158895,Milano San Vittore,Casa circondariale - Francesco Di Cataldo,1041.0,17/06/2024,551.0,780.0,33.0,45.0,13.0,14.0
,,,422,0,,,Umbria n. 2,Antonio,Marozzo,Luca,Sardella,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181407,Terni,Casa circondariale,553.0,17/06/2024,192.0,241.0,28.0,25.0,7.0,6.0
,,,223,2,,,ASL N. 1 IMPERIESE,Rosella,Stagnaro,Maria Cristina,Marre' Brunenghi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180465,Sanremo,Casa di reclusione - Nuovo Complesso,245.0,17/06/2024,157.0,201.0,12.0,19.0,6.0,5.0
,,,256,0,,,Asur Marche Area Vasta 2,Enrico,Boario,Manuela,Ceresani,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158941,Ancona Montacuto,Casa circondariale,330.0,17/06/2024,125.0,176.0,17.0,31.0,5.0,8.0
,,,503,0,,,Avellino,Carmine,Urciuoli,Rita,Romano,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172011,Avellino,Casa circondariale - Antimo Graziano Bellizzi,620.0,17/06/2024,282.0,297.0,27.0,34.0,8.0,10.0
,,,255,0,,,Teramo,Massimo,Forlini,Lucia,Di Feliciantonio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181392,Teramo,Casa circondariale,390.0,17/06/2024,159.0,216.0,19.0,21.0,4.0,5.0
,,,77,0,,,LT Distretto 2,Antonio,Ciurleo,Pia Paola,Palmeri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177332,Latina,Casa circondariale,130.0,17/06/2024,119.0,132.0,16.0,17.0,5.0,4.0
,,,276,34,,,N.8 Berica,Stefano,Tolio,Luciana,Traetta,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181918,Vicenza,Casa circondariale - Filippo Del Papa,352.0,17/06/2024,176.0,187.0,14.0,20.0,4.0,3.0
,,,174,6,,,1,Anna,Santinami,Antonella,Venturi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178085,Massa,Casa di reclusione,218.0,17/06/2024,120.0,139.0,15.0,24.0,4.0,5.0
,,,48,0,,,Grosseto,Fabio,Falorni,Maria Cristina,Morrone,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178115,Massa Marittima,Casa circondariale,33.0,17/06/2024,28.0,37.0,8.0,14.0,2.0,2.0
,,,798,50,,,Lecce,Alessandra,Moscatello,Mariateresa,Susca,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177420,Lecce,Casa circondariale - Nuovo Complesso,1228.0,17/06/2024,592.0,581.0,47.0,44.0,13.0,13.0
,,,276,1,,,PESCARA,Giulio,CALELLA,Armanda,Rossi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179830,Pescara,Casa circondariale,429.0,17/06/2024,116.0,167.0,27.0,22.0,8.0,6.0
,,,98,98,,,ASL NA2 NORD,Biagio,Fulco,Giulia,Leone,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179945,Pozzuoli,Casa circondariale femminile,0.0,17/06/2024,86.0,135.0,21.0,21.0,2.0,4.0
,,,364,22,,,Asp Asp n-8 Siracusa,Walter,Terranova,Angela,Lantieri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII159314,Augusta,Casa di reclusione,561.0,17/06/2024,163.0,251.0,24.0,29.0,9.0,9.0
,,,541,164,,,Catania,Giovanni,Cavallaro,Giorgia Antonia,Gruttadauria,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173006,Caltagirone,Casa circondariale,417.0,17/06/2024,169.0,201.0,23.0,23.0,7.0,6.0
,,,44,0,,,NA,NA,NA,Giulia,Bruno,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173259,Castelvetrano,Casa circondariale,69.0,17/06/2024,54.0,55.0,10.0,12.0,1.0,2.0
,,,136,1,,,Catania,Alfio,Trovato,Giuseppe,Russo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173285,Catania Bicocca,Casa circondariale,202.0,17/06/2024,190.0,201.0,20.0,19.0,3.0,3.0
,,,100,0,,,Ancona,Franco,Dolcini,NA,NA,NA,,,,,,,31/05/2024,31/05/2024,,MII158944,Ancona Barcaglione,Casa di reclusione,95.0,17/06/2024,53.0,67.0,8.0,0.0,3.0,0.0
,,,37,0,,,5,Antonio,Morabito Loprete,Caterina,Arrotta,Titolare,,,,,,,31/05/2024,31/05/2024,,MII177346,Laureana di Borrello,Casa di reclusione - Luigi Daga,50.0,17/06/2024,31.0,37.0,8.0,13.0,0.0,1.0
,,,32,0,,,Bat,Giuseppe,VITRANI,NA,NA,NA,,,,,,,NA,NA,,MII181440,Trani femminile,Casa di reclusione,40.0,17/06/2024,0.0,0.0,0.0,0.0,0.0,0.0
,,,279,2,,,ASP3,Maurizio,Mentesana,Nunziella,Di Fazio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173301,Catania Piazza Lanza,Casa circondariale,397.0,17/06/2024,227.0,347.0,23.0,25.0,4.0,5.0
,,,167,5,,,ASP 4 ENNA,De Rose,Ezio,Gabriella,Di Franco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173813,Enna,Casa circondariale - Luigi Bodenza,212.0,17/06/2024,100.0,113.0,16.0,18.0,3.0,3.0
